hip_number,ra_deg,dec_deg,light_year,vmag
70090,215.1394971,-37.88526711,247.1569371,4.05
42884,131.0998583,-42.64932331,228.4512964,4.05
112716,342.3979576,-13.59253756,379.95338,4.05
14632,47.26201363,49.61350009,34.34109344,4.05
60009,184.609553,-64.00304555,361.0188261,4.06
83153,254.8960277,-53.16049005,304.1044776,4.06
22957,74.09300449,13.51457755,169.2627207,4.06
36962,113.9807178,26.89600343,240.2358143,4.06
72010,220.9145146,-35.17322549,205.1604783,4.06
55705,171.2207634,-17.68401748,83.80462725,4.06
59929,184.394318,-67.96067161,301.8518519,4.06
74117,227.2109565,-45.27979406,406.4837905,4.07
69701,214.0036872,-5.99952622,69.74753958,4.07
110991,337.2926998,58.4151899,981.9277108,4.07
74824,229.3790009,-58.80087882,96.59259259,4.07
53740,164.9447866,-18.29909723,174.2383752,4.08
33160,103.5478363,-12.03859273,251.9319938,4.08
11001,35.43759585,-68.6594239,135.2697095,4.08
46974,143.611096,-59.22976797,1975.757576,4.08
3693,11.83495908,24.26737703,181.3125695,4.08
105502,320.5213912,19.80435581,153.8461538,4.08
12387,39.87061789,0.3285168,646.8253968,4.08
104139,316.4865808,-17.23271095,158.1756429,4.08
92862,283.8336882,43.9458926,349.4105038,4.08
14146,45.59830468,-23.62433613,86.12945839,4.08
26366,84.22637775,9.291412,116.0142349,4.09
77450,237.1850359,18.1417793,348.2905983,4.09
12777,41.04869991,49.22866639,36.61687072,4.1
90568,277.2072332,-49.07003097,127.34375,4.1
94160,287.5073019,-39.34070677,507.788162,4.1
38164,117.3095792,-46.37322729,1963.855422,4.1
7513,24.19990413,41.40638491,43.90572391,4.1
34045,105.9395549,-15.63325876,401.972873,4.11
48356,147.8695103,-14.84654997,273.4899329,4.11
76440,234.1799454,-66.31690469,216.0371107,4.11
12486,40.16638213,-39.85530905,145.4058876,4.11
42312,129.4110057,-42.98910371,1436.123348,4.11
113638,345.2203098,-52.75410562,112.4525699,4.11
94114,287.3678264,-37.90423953,129.6222664,4.11
57439,176.6285375,-61.17835907,434.0878828,4.11
51839,158.8675767,-78.60781379,413.1812421,4.11
12394,39.8967653,-68.2669476,153.2675129,4.12
58948,181.30279,8.73284563,170.8595388,4.12
111043,337.4393561,-43.74922804,324.7011952,4.12
98032,298.8153295,-41.8684135,189.0951276,4.12
19812,63.72440722,48.40937312,722.8381375,4.12
102978,312.9554008,-26.91912642,628.1310212,4.12
28614,90.59579323,9.64736756,151.6984644,4.12
116771,354.9867513,5.62735374,44.95931596,4.13
102485,311.5240255,-25.27051682,47.8286385,4.13
77853,238.4561544,-16.7296223,162.8371628,4.13
30883,97.24079361,20.2121672,502.3112481,4.13
25247,80.98681839,-7.80795569,174.2383752,4.13
112405,341.5155139,-81.38161731,140.3357727,4.13
42313,129.4141974,5.70379868,179.0225151,4.14
16369,52.71819576,12.93668186,360.2209945,4.14
17608,56.58150135,23.94846207,359.030837,4.14
109937,333.9923757,37.74873483,626.9230769,4.14
107354,326.1612676,25.64500284,115.0317572,4.14
76127,233.2324831,31.35915517,310.772164,4.14
78159,239.3970912,26.87802632,229.5774648,4.14
59072,181.7202202,-64.61363898,64.18586336,4.14
116805,355.1018409,44.33397776,169.6149844,4.15
85112,260.9207203,37.14592396,401.4778325,4.15
34769,107.9660849,-0.49278056,374.7126437,4.15
28734,91.0300689,23.26363207,150.6469501,4.16
78727,,,#DIV/0!,4.16
36366,112.2775405,31.78407932,60.30336663,4.16
85340,261.5925724,-24.17502346,83.67556468,4.16
110003,334.2081933,-7.78323706,191.314554,4.17
17874,57.36367035,-36.2001125,209.7812098,4.17
2599,8.24994391,62.93178781,4126.582278,4.17
69427,213.2239209,-10.274044,223.4407128,4.18
109857,333.7569958,57.04346522,83.89089038,4.18
81304,249.0935872,-35.25535553,338.5254413,4.18
111954,340.1638565,-27.0436148,744.2922374,4.18
69732,214.0965682,46.08791894,97.08159619,4.18
67457,207.3614636,-34.45063035,177.2702556,4.19
92043,281.4155466,20.54712356,62.24937942,4.19
25813,82.69603301,5.94821792,288.4955752,4.2
113246,343.9870501,-32.53970196,170.3239289,4.2
51233,156.9712187,36.70747818,145.9265891,4.2
112447,341.672673,12.17408381,52.97367566,4.2
38835,119.2148262,-22.88014849,502.3112481,4.2
81126,248.5257886,42.43689565,302.1316033,4.2
82080,251.4923396,82.03725071,346.4399575,4.21
20635,66.34207825,22.29398098,153.2675129,4.21
105858,321.6103839,-65.36814438,30.04608295,4.21
16228,52.26722684,59.94033461,4289.473684,4.21
101093,307.3951138,62.99413722,135.6073211,4.21
114724,348.5805522,-6.0485268,222.0708447,4.22
92609,283.0543189,-62.18756062,1811.111111,4.22
17651,56.71245432,-23.248438,58.43341101,4.22
13254,42.64547584,38.31890838,127.6429131,4.22
38518,118.3256786,-48.10294824,1940.47619,4.22
80569,246.7559929,-18.45619698,488.7556222,4.22
102453,311.415663,30.7196568,205.8080808,4.22
78918,241.6481513,-36.80221297,410.5793451,4.22
92175,281.7936556,-4.74782871,689.217759,4.22
92791,283.6262029,36.89860518,898.0716253,4.22
89908,275.1893383,71.33772734,289.0070922,4.22
105102,319.3539689,39.39469016,4527.777778,4.22
107259,325.8768956,58.78005308,5258.064516,4.23
81852,250.7725818,-77.51657182,157.5640406,4.23
68520,210.4115965,1.54458338,218.206158,4.23
1599,5.00797581,-64.8776232,28.01168586,4.23
67153,206.4231943,-33.04336606,62.80100173,4.23
64394,197.9705112,27.87603769,29.8452806,4.23
93825,286.6043316,-37.06275714,58.32886026,4.23
37629,115.8278555,28.8840717,122.1889055,4.23
79101,242.1924972,44.93481883,228.4512964,4.23
107533,326.6983579,49.3095748,1156.028369,4.23
61317,188.4378856,41.35676779,27.28946928,4.24
11407,36.74627081,-47.70382692,528.363047,4.24
86565,265.3538188,-12.87517268,167.9546625,4.24
80911,247.8455896,-34.70432087,745.9954233,4.24
60000,184.5872663,-79.31226899,270.5394191,4.24
5372,17.18399735,86.25711803,312.5599233,4.24
114855,348.9719873,-9.08769554,148.3841602,4.24
12770,41.03064356,-13.85867594,440.5405405,4.24
23972,77.28659571,-8.75407607,1752.688172,4.25
41075,125.7088754,43.18837233,388.5578069,4.25
21402,68.91347315,10.16091706,150.3690037,4.25
62896,193.3589416,-40.17881857,155.0166429,4.25
70692,216.8813438,75.69593921,344.6088795,4.25
19167,61.64606374,50.35135022,346.4399575,4.25
107418,326.3622053,61.12081043,5093.75,4.25
21476,69.17264013,41.26485467,641.7322835,4.25
5896,18.93956391,-68.87623708,66.61217818,4.25
22783,73.51254425,66.34266029,6936.170213,4.26
16611,53.44686638,-21.63281597,295.8257713,4.26
5434,17.37550908,47.2418241,735.8916479,4.26
15510,49.97177014,-43.07154929,19.75518119,4.26
86170,264.1368615,-38.63486521,143.9929329,4.26
8198,26.34828629,9.15764102,258.1155978,4.26
19893,64.00621426,-51.48709578,66.17945595,4.26
44066,134.6216541,11.85777198,173.4965407,4.26
88267,270.3766789,21.59568814,470.4184704,4.26
108917,330.9465078,64.62775425,101.6526349,4.26
115830,351.9923659,6.37909727,158.714703,4.27
12828,41.23488901,10.11421979,84.21596487,4.27
4906,15.73606615,7.89007256,190.1983664,4.27
95294,290.8044192,-44.79964788,138.6054422,4.27
102532,311.6646583,16.12477326,101.4312383,4.27
21589,69.53917371,12.51087423,149.6099128,4.27
21881,70.56126452,22.95697545,400.4914005,4.27
19860,63.88352173,8.89240989,434.6666667,4.27
64004,196.7277627,-49.90621586,411.6161616,4.27
74911,229.6335359,-47.87519201,290.5525847,4.27
105515,320.5615726,-16.83455521,215.4659617,4.28
20711,66.57664484,22.81369394,154.7223541,4.28
99655,303.3491714,56.56752223,152.2652966,4.28
114131,346.7198686,-43.52032436,133.0069359,4.28
109410,332.496886,33.17826747,251.5432099,4.28
85423,261.8386001,-29.86669942,111.4149009,4.28
51172,156.7881495,-31.06780228,366.2921348,4.28
47193,144.2722997,81.32642085,1075.907591,4.28
77055,236.0144331,77.79449901,375.5760369,4.29
16852,54.21882896,0.40283316,44.72492797,4.29
52154,159.8267189,-55.60327905,900.5524862,4.29
116631,354.5340797,43.2680761,502.3112481,4.29
57936,178.2273387,-33.90813014,365.0615901,4.29
111188,337.8762065,-32.34602798,148.2492042,4.29
24845,79.89385817,-13.17677698,1075.907591,4.29
80894,247.7849789,-16.61264015,209.916291,4.29
109139,331.6091889,-13.86954013,172.4867725,4.29
61174,188.0186865,-16.19586556,59.35906773,4.3
20648,66.37215593,17.92798917,147.845805,4.3
56647,174.2372077,-0.82385424,178.0447843,4.3
100027,304.4119005,-12.50821403,686.3157895,4.3
70069,215.0814698,-56.38647906,1185.454545,4.3
57669,177.4212002,-63.78848906,459.1549296,4.3
17531,56.30200876,24.46737879,372.5714286,4.3
28404,89.98375587,45.93675346,840.2061856,4.3
17797,57.14926223,-37.62012878,161.1468117,4.3
53417,163.9035334,24.74975451,288.7511072,4.3
4577,14.65144118,-29.35746436,672.1649485,4.3
11484,37.03965786,8.4600887,175.9309228,4.3
42799,130.8061932,3.39866539,466.3805436,4.3
42568,130.1543132,-59.76101468,1411.255411,4.31
75411,231.1230676,37.37696091,120.9198813,4.31
70638,216.7322531,-83.66785308,278.6324786,4.31
101847,309.5844729,-1.10507951,383.5294118,4.31
78990,241.8512506,-20.8686541,264.6103896,4.31
43067,131.5938644,-13.54770494,226.7037552,4.32
84880,260.2068148,-12.846882,193.3570581,4.32
58758,180.7570797,-63.31294495,229.739253,4.32
29696,93.84473576,29.49871224,168.8244433,4.32
64241,197.4981226,17.52911621,46.69818078,4.32
46750,142.9301682,22.96806545,336.4293086,4.32
25945,83.0531302,18.59424525,1917.647059,4.32
21763,70.11039135,-19.67125686,361.0188261,4.32
67669,207.9567718,-32.99401625,297.4452555,4.32
72683,222.9096805,-43.57529383,407.5,4.32
16826,54.12233383,48.19270068,699.5708155,4.32
88866,272.1449619,-63.66804844,138.4288747,4.33
62867,193.2790691,-48.94325313,302.6926648,4.33
36284,112.0409561,8.92550376,397.5609756,4.33
84405,258.838697,-26.60004896,19.5116112,4.33
89826,274.965505,36.06444696,237.7826404,4.33
70576,216.5450065,-45.37926095,314.0655106,4.33
45496,139.0504268,-57.54143764,536.1842105,4.34
40888,125.162033,-77.4845764,153.6286522,4.34
47175,144.2069042,-49.3551286,107.4135091,4.34
27100,86.19341279,-65.7355408,145.0177936,4.34
3031,9.63958024,29.312369,168.5625646,4.34
107348,326.1278772,17.35004352,900.5524862,4.34
68523,210.4312165,-45.60336989,447.8021978,4.34
2912,9.22016239,33.71935227,655.9356137,4.34
111022,337.3825947,47.70689488,1164.285714,4.34
92161,281.7550932,18.18122968,92.69263577,4.34
76552,234.5138429,-42.56748493,229.739253,4.34
91971,281.1930661,37.60505025,153.5562883,4.34
5542,17.77471116,55.14994765,137.3788453,4.34
31125,97.96403433,-23.41843727,2050.314465,4.34
85355,261.628665,4.14034239,1172.661871,4.34
60742,186.7346983,28.26861975,169.9687174,4.35
43234,132.1082535,5.83788486,337.1251293,4.35
107380,326.2366159,-33.02555306,204.6453233,4.35
22509,72.65300943,8.90025258,193.5866983,4.35
90098,275.8067524,-61.49390506,420.1030928,4.35
39794,121.98267,-68.61713647,641.7322835,4.35
14838,47.90695691,19.72669777,167.6954733,4.35
31407,98.74411397,-52.97563454,1762.162162,4.35
33449,104.3191605,58.42305973,170.3239289,4.35
94713,289.0920643,38.13372778,768.8679245,4.35
74857,229.457687,-30.14866233,307.8375826,4.35
85822,263.0537383,86.58632924,182.6330532,4.35
3405,10.83851683,-57.46309763,240.2358143,4.36
19038,61.17357446,22.0820679,180.7095344,4.36
96468,294.1803189,-1.28655047,307.2573044,4.36
22701,73.2236682,-5.45275591,226.5462126,4.36
10324,33.25004577,8.8467523,361.8201998,4.36
39863,122.1485736,-2.98377649,1852.272727,4.36
28199,89.38421613,-35.28330688,853.4031414,4.36
2484,7.88566992,-62.95808549,139.614561,4.36
68862,211.5116084,-41.17958035,445.9644323,4.36
24327,78.30785422,-12.94128833,559.1766724,4.36
16335,52.64367585,47.99517199,353.1960997,4.36
33347,104.0342764,-17.05424675,3075.471698,4.36
154,0.48996506,-6.01397169,414.7582697,4.37
98412,299.9340597,-35.27624433,617.4242424,4.37
88886,272.1895526,20.81457203,1523.364486,4.37
53773,165.0385243,-42.22586959,203.8774234,4.37
29807,94.13806399,-35.14073157,182.8379136,4.37
35415,109.6770328,-24.95438447,3196.078431,4.37
64238,197.4875502,-5.53892987,414.7582697,4.38
99255,302.2221517,77.71136178,326.9809428,4.38
116231,353.2424506,-37.81835895,178.3369803,4.38
115669,351.511739,-20.64186122,308.4200568,4.38
49637,151.9763285,9.99766389,274.1799832,4.39
96757,295.0240939,18.01393839,473.149492,4.39
73620,225.7252916,2.09127129,183.352081,4.39
26176,83.70515764,9.48958528,984.8942598,4.39
30419,95.94207368,4.59283881,128.3970067,4.39
39311,120.566472,2.33431429,261.008807,4.39
82673,253.5020974,10.16544339,233.6917563,4.39
105319,319.9661825,-53.44926434,97.08159619,4.39
84893,260.2508762,-21.11243499,56.71537926,4.39
8837,28.41174872,-46.30244631,321.182266,4.39
96837,295.2622238,17.47612356,466.3805436,4.39
27913,88.59618305,20.27641498,28.24222472,4.39
17884,57.38035594,65.52600645,964.4970414,4.39
4463,14.30178237,23.41775997,242.5595238,4.4
108431,329.4792958,-54.9925666,184.7025496,4.4
38070,117.0215621,-25.93718054,2469.69697,4.4
39906,122.2568477,-19.24500094,472.4637681,4.4
93015,284.2376694,-67.23353511,543.3333333,4.4
114222,346.9743255,75.3875815,219.8246797,4.41
105138,319.4794496,34.8968812,900.5524862,4.41
115102,349.705945,-32.53183574,178.7280702,4.41
32761,102.4638171,-53.62249221,552.5423729,4.41
34693,107.7849651,30.24528065,301.5726179,4.41
70300,215.7594054,-39.51176599,418.4852375,4.41
85693,262.6845751,26.1106045,367.1171171,4.41
115033,349.4758484,-9.1824899,321.816387,4.41
87998,269.6256239,30.18926892,795.1219512,4.41
110538,335.8901517,52.22949951,169.7032795,4.42
88290,270.4382897,1.30510936,264.8253452,4.42
115623,351.3444225,23.40401243,173.1279873,4.42
72571,222.5727779,-27.96021925,305.2434457,4.42
77257,236.6114412,7.35323973,38.31687823,4.42
29038,91.89300774,14.76852318,534.4262295,4.42
34922,108.3842954,-44.64052957,198.0558931,4.42
53954,165.5824216,20.17974575,123.6253318,4.42
40326,123.5120297,-40.34773028,310.4761905,4.42
31700,99.47260802,-18.23745713,463.7268848,4.42
34981,108.5634018,-26.35251617,1574.879227,4.42
23040,74.32175175,53.75208289,375.5760369,4.43
19849,63.8234923,-7.64455846,16.44471348,4.43
100587,305.9649834,32.19018607,255.2858262,4.43
98688,300.6644137,-27.70987972,447.8021978,4.43
102281,310.8647738,15.07468224,203.3686837,4.43
94481,288.4395365,39.14596968,1041.533546,4.43
17593,56.53542672,-12.1017353,496.9512195,4.43
102624,311.9343246,-5.02760303,444.7476126,4.43
19921,64.12118133,-59.30174841,59.4456601,4.44
30060,94.90579498,59.01090518,148.9945155,4.44
40706,124.6391383,-36.65953286,92.98345693,4.44
21770,70.14092957,-41.86357034,65.63317898,4.44
3786,12.17039736,7.58520186,304.9579046,4.44
71121,218.1545145,-50.45712132,573.943662,4.44
40091,122.8395844,-39.61855304,1873.563218,4.44
95771,292.1767126,24.66516482,296.3636364,4.44
36795,113.5133581,-22.29618077,83.78308918,4.44
1170,3.66013628,-18.93268628,492.4471299,4.44
51849,158.8971442,-57.55763551,1375.527426,4.45
55084,169.1656837,-3.65151412,195.3265428,4.45
42402,129.6893699,3.34147477,352.4324324,4.45
94648,288.8887238,73.35521457,150.0230097,4.45
7884,25.35794814,5.48760445,367.9458239,4.45
29426,92.98498656,14.20881425,634.2412451,4.45
96229,293.5217823,7.37931918,110.5084746,4.45
44191,135.0226672,-41.25373789,201.3588635,4.45
52633,161.446399,-80.54020283,363.4336678,4.45
13147,42.27233113,-32.40628403,168.8244433,4.45
80975,248.0341108,-21.46647783,174.7052519,4.45
24244,78.07453075,-11.86914287,240.9460458,4.45
44901,137.2182737,51.60472728,95.54513482,4.46
18255,58.57286091,-2.95473348,344.6088795,4.46
59173,182.0219013,-50.66125439,375.5760369,4.46
80582,246.7960326,-47.5547359,399.5098039,4.46
112948,343.1314913,-32.87545019,222.2222222,4.46
24331,78.32283171,2.86125346,343.5194942,4.46
11569,37.26661741,67.40238385,141.4930556,4.46
54682,167.9145262,-22.82560642,265.9053834,4.46
44599,136.286793,-72.60269387,454.0389972,4.47
104858,318.6199588,10.00771855,60.24764369,4.47
73165,224.29607,-4.34608634,90.98520793,4.47
23123,74.63709525,1.71403506,953.2163743,4.47
31216,98.22595658,7.33297921,1509.259259,4.47
57803,177.7864651,-45.1734495,463.7268848,4.47
38957,119.560183,-49.24492865,1164.285714,4.47
47006,143.7062288,52.05156754,266.994267,4.47
46146,141.163664,26.18244091,213.3507853,4.47
71284,218.6695438,29.74480735,50.41756882,4.47
15549,50.08485949,29.04849835,640.4715128,4.47
109111,331.5287652,-39.54304903,246.969697,4.47
30788,97.04257272,-32.58012947,405.9775841,4.47
12843,41.27492276,-18.57265077,45.55617663,4.47
75323,230.8444073,-59.32069839,509.375,4.48
18744,60.2241876,-62.15936923,490.2255639,4.48
32578,101.9652368,2.41218914,372.9977117,4.48
113889,345.9691938,3.82006998,492.4471299,4.48
20713,66.58613217,15.6183462,156.2799616,4.48
80343,246.025822,-20.03721137,177.9475983,4.48
49641,151.9845649,-0.37162786,287.2246696,4.48
114119,346.6700303,-23.7431168,188.221709,4.48
3504,11.18125882,48.28438262,905.5555556,4.48
116971,355.6803536,-14.54474243,154.0642722,4.49
38455,118.1610554,-38.86282206,640.4715128,4.49
116928,355.5120074,1.7804172,100.6794317,4.49
118322,359.978792,-65.57707774,374.282434,4.49
49593,151.8571881,35.24469176,91.11235327,4.49
71762,220.181504,16.4183013,317.1206226,4.49
34834,108.1405872,-46.75956448,69.03854299,4.49
32249,100.9970586,13.22814319,275.8037225,4.49
107310,326.0350187,28.74322228,73.02867384,4.49
9480,30.48979079,70.90704605,116.8040129,4.49
21248,68.3776229,-29.76583186,124.3325706,4.49
104234,316.7820227,-25.00574796,522.4358974,4.49
96441,294.1105934,50.22046347,60.61732986,4.49
43105,131.67733,-56.76979718,546.0636516,4.5
99874,303.9423226,27.8142285,327.9678068,4.5
27530,87.45656999,-56.1664886,173.5889244,4.5
50676,155.2283958,-56.04322401,1393.162393,4.5
67275,206.8168194,17.45677436,50.84217093,4.5
104459,317.3983034,-11.37165474,163.5725038,4.5
57565,176.9967765,20.21894121,226.3888889,4.5
111944,340.1282598,44.27628068,301.5726179,4.5
109285,332.0956383,-32.98839827,130.3478609,4.5
109754,333.4695894,39.71488928,563.0397237,4.5
106039,322.1804835,-21.80716659,179.3179318,4.5
26594,84.79644123,4.12146667,1621.890547,4.5
106723,324.2700949,-19.46601352,662.601626,4.51
98702,300.7043634,67.87344872,406.4837905,4.51
47391,144.8376706,-61.32810523,223.7474262,4.51
46515,142.3114062,-35.9513478,699.5708155,4.51
76852,235.3878846,19.67050566,192.1037124,4.51
102333,311.0091112,-51.92084051,78.7820203,4.51
27483,87.29358126,39.18113322,212.5162973,4.51
117863,358.5959889,57.49939052,11642.85714,4.51
1473,4.58210555,36.7853273,141.0644743,4.51
5586,17.91494471,30.08972962,162.1084038,4.51
110838,336.8328045,-64.96637927,266.994267,4.51
65271,200.658249,-60.98835608,354.3478261,4.52
73745,226.1119046,26.94765981,250,4.52
65387,201.0018474,-64.53561699,256.8951931,4.52
95176,290.4317584,-15.95500233,1671.794872,4.52
89112,272.8074009,-45.95432704,408.5213033,4.52
13061,41.97683942,29.24742385,180.5094131,4.52
106140,322.4869986,23.63882922,442.3337856,4.52
111104,337.6219233,43.12338985,1369.747899,4.52
69974,214.7775077,-13.37116634,186.6056096,4.52
102431,311.3383193,57.58029799,88.41876865,4.52
85365,261.6580627,-5.08649188,97.95673077,4.53
28413,90.01393918,-3.07407681,419.5624196,4.53
2487,7.88898014,-62.96544985,172.0316623,4.53
87072,266.8901128,-27.83076255,1075.907591,4.53
69483,213.3706246,51.78999066,155.0166429,4.53
114570,348.1371788,49.40597489,79.86281235,4.53
102589,311.8521956,36.49073658,878.7061995,4.53
3881,12.45345723,41.07895474,679.1666667,4.53
37096,114.3421666,-34.96857044,358.2417582,4.53
46776,142.9955615,-1.18465438,458.5091421,4.54
46977,143.6206994,69.83015419,105.5357721,4.54
114144,346.751066,9.40952259,321.816387,4.54
75304,230.7890137,-36.85843627,605.9479554,4.54
72659,222.8470176,19.10063329,21.84108267,4.54
115919,352.2885846,12.76049243,177.7535442,4.54
74392,228.0554674,-19.79163143,376.443418,4.54
24727,79.54395049,33.37200411,234.1954023,4.54
98162,299.2367704,-27.1698625,1207.407407,4.54
46952,143.5557374,36.39761338,176.0259179,4.54
31416,98.76408302,-22.96483318,411.6161616,4.54
23595,76.10129897,-35.48287057,184.9120817,4.55
36425,112.4490921,12.00661101,560.137457,4.55
76371,233.9719375,-44.95833688,434.0878828,4.55
48402,148.0265007,54.06428574,436.4123159,4.55
88839,272.0206792,-28.45701627,347.5479744,4.55
301,0.93488487,-17.33597002,227.8127184,4.55
110609,336.1291488,49.47640074,2116.883117,4.55
107119,325.4794837,71.31118695,175.7412399,4.55
80079,245.1590976,-24.16928427,1176.895307,4.55
33694,105.0160332,76.97744152,187.0338497,4.55
16281,52.47810837,58.87875244,2469.69697,4.55
110351,335.2563679,46.53656484,509.375,4.55
13328,42.87846216,35.05989415,409.033877,4.56
70574,216.5343127,-45.22138996,1034.920635,4.56
18597,59.68640623,-61.40015059,530.0813008,4.56
104194,316.6503672,47.64840597,981.9277108,4.56
86092,263.9150472,-46.50559076,385.3427896,4.56
27830,88.33184814,27.61228536,437.5838926,4.56
44700,136.6324502,38.45225024,677.7546778,4.56
103004,313.0321898,27.09712771,216.4674635,4.56
54951,168.8010129,23.09552528,6653.061224,4.56
86614,265.4846127,72.14949916,71.83781401,4.57
94005,287.0872208,-40.4966376,174.6116765,4.57
16870,54.2736588,-40.27451075,219.0860215,4.57
92818,283.6870048,22.64507357,485.8420268,4.57
80463,246.3538732,14.03341514,235.0396539,4.57
97886,298.3653368,24.07952568,359.030837,4.57
80473,246.3963381,-23.44711764,394.1958888,4.57
67627,207.8580733,64.72328281,391.3565426,4.58
26237,83.84650694,-4.83834045,785.5421687,4.58
64425,198.0734554,-59.92053651,346.0721868,4.58
52468,160.8846154,-60.56662705,1065.359477,4.58
115250,350.1592632,23.7403592,167.1794872,4.58
48374,147.9195349,-46.54764424,1083.056478,4.58
86284,264.4613324,-8.11872126,548.8215488,4.58
79404,243.0758822,-27.92631564,467.7187948,4.58
54751,168.1500845,-60.3176307,12538.46154,4.59
